Designator,Mid X,Mid Y,Rotation,Layer
,145.8804,-88.519,0.0,top
C1,145.601,-90.5894,270.0,top
C2,141.084,-86.487,0.0,top
D1,146.4646,-93.1672,0.0,top
R1,147.3028,-90.5886,270.0,top
U1,141.12425,-89.493979,0.0,top
